marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(_),type_2
RENAULT,GRAND MODUS 1.2L 16V (80ch) EURO 4 BVR5,MRE1136SX054,5.0,57.5,M 5,7.7,4.6,5.7,136.0,ES,C,-,MRE1136S
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i MultiMode,MJT3261RK519,5.0,64.0,A 5,6.7,5.3,5.8,136.0,ES,C,-,MJT3261R
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i MultiMode,MJT3271RW663,5.0,64.0,A 5,6.7,5.3,5.8,136.0,ES,C,-,MJT3271R
TOYOTA,NOUVELLE YARIS 5P 1.3 VVT-i MultiMode,MJT3262RV528,5.0,64.0,A 5,6.7,5.3,5.8,136.0,ES,C,-,MJT3262R
TOYOTA,NOUVELLE YARIS 5P 1.3 VVT-i MultiMode,MJT3272R9674,5.0,64.0,A 5,6.7,5.3,5.8,136.0,ES,C,-,MJT3272R
AUDI,A3 SPORTBACK 1.4 TFSI (125ch) S tronic,MAU35I4G0836,7.0,92.0,A 7,7.4,4.8,5.8,137.0,ES,C,-,MAU35I4G
AUDI,A3 SPORTBACK 1.4 TFSI (125ch) S tronic,MAU35I4GZ835,7.0,92.0,A 7,7.4,4.8,5.8,137.0,ES,C,-,MAU35I4G
CHEVROLET,MATIZ 1.0,MG11002K3501,4.0,48.5,M 5,7.2,4.7,5.6,137.0,ES,C,-,MG11002K
DAIHATSU,SIRION II 1.3L,MJD1202H3150,5.0,64.0,M 5,7.5,4.8,5.8,137.0,ES,C,-,MJD1202H
DAIHATSU,SIRION II 1.3L,MJD1202H4187,5.0,67.0,M 5,7.5,4.8,5.8,137.0,ES,C,-,MJD1202H
HONDA,JAZZ 1.4 GRAPHITE,MJH1202T9467,5.0,61.0,M 5,7.3,5.1,5.8,137.0,ES,C,-,MJH1202T
HONDA,JAZZ 1.4 GRAPHITE,MJH1202TX455,5.0,61.0,M 5,7.3,5.1,5.8,137.0,ES,C,-,MJH1202T
HONDA,JAZZ 1.4 Pulse CVT,MJH9202T6440,5.0,61.0,V 0,7.2,5.0,5.8,137.0,ES,C,-,MJH9202T
HONDA,JAZZ 1.4 Pulse CVT,MJH9202TY468,5.0,61.0,V 0,7.2,5.0,5.8,137.0,ES,C,-,MJH9202T
KIA,PICANTO 1.0 BVA,MKA3002RN782,4.0,47.8,A 4,7.3,4.9,5.8,137.0,ES,C,-,MKA3002R
OPEL,CORSA 3P 1.2L Twinport Easytronic CLIM,MPL11D1FQ859,5.0,59.0,M 5,7.6,4.6,5.7,137.0,ES,C,-,MPL11D1F
OPEL,CORSA 3P 1.2L Twinport Easytronic CLIM,MPL11F1FP238,5.0,59.0,M 5,7.6,4.6,5.7,137.0,ES,C,-,MPL11F1F
OPEL,CORSA 5P 1.2 Twinport Easytronic CLIM,MPL11F2FK292,5.0,59.0,M 5,7.6,4.6,5.7,137.0,ES,C,-,MPL11F2F
OPEL,CORSA 5P 1.2L Twinport Easytronic CLIM,MPL11D2FE942,5.0,59.0,M 5,7.6,4.6,5.7,137.0,ES,C,-,MPL11D2F
RENAULT,"CLIO 3P 1.2 16v TCE (100ch) Roues 16"" Eco2",MRE1331E9131,6.0,74.0,M 5,7.4,4.8,5.8,137.0,ES,C,-,MRE1331E
RENAULT,CLIO 3P 1.2 16v TCE (100ch) Roues 16'' Eco2,MRE1331EA132,6.0,74.0,M 5,7.4,4.8,5.8,137.0,ES,C,-,MRE1331E
RENAULT,CLIO 3P 1.2L 16v (75ch),MRE1131ET196,5.0,55.0,M 5,7.8,4.9,5.9,137.0,ES,C,-,MRE1131E
RENAULT,CLIO 3P Sport Way II 1.2L 16v (75ch),MRE1131EU197,5.0,55.0,M 5,7.4,5.0,5.9,137.0,ES,C,-,MRE1131E
RENAULT,CLIO 5P 1.2L 16v (75ch),MRE1132ET194,5.0,55.0,M 5,7.8,4.9,5.9,137.0,ES,C,-,MRE1132E
RENAULT,"CLIO 5P 1.2L 16v TCE (100ch) Roues 16"" Eco2",MRE1332E9129,6.0,74.0,M 5,7.4,4.8,5.8,137.0,ES,C,-,MRE1332E
RENAULT,"CLIO 5P 1.2L 16v TCE (100ch) Roues 16"" Eco2",MRE1332EA130,6.0,74.0,M 5,7.4,4.8,5.8,137.0,ES,C,-,MRE1332E
RENAULT,CLIO 5P Sport Way II 1.2L 16v (75ch),MRE1132EU195,5.0,55.0,M 5,7.4,5.0,5.9,137.0,ES,C,-,MRE1132E
RENAULT,"CLIO break 1.2 16v TCE (100ch) Roues 16"" Eco2",MRE1334EH133,6.0,74.0,M 5,7.4,4.8,5.8,137.0,ES,C,-,MRE1334E
RENAULT,CLIO break 1.2 16v TCE (100ch) Roues 16'' Eco2,MRE1334EJ134,6.0,74.0,M 5,7.4,4.8,5.8,137.0,ES,C,-,MRE1334E
RENAULT,GRAND MODUS 1.2L 16V (80ch) EURO 4 BVR5 TO,MRE3136SA061,5.0,57.5,A 5,7.2,5.0,5.8,137.0,ES,C,-,MRE3136S
CITROEN,C2 1.1i,MCT1001RG974,4.0,44.1,M 5,7.5,4.8,5.8,138.0,ES,C,-,MCT1001R
KIA,RIO 1.4,MKA1302K7591,6.0,71.3,M 5,7.4,5.0,5.8,138.0,ES,C,-,MKA1302K
MITSUBISHI,COLT 3P 1.3L Invite,MJM1211DT585,6.0,70.0,M 5,7.4,4.8,5.8,138.0,ES,C,-,MJM1211D
MITSUBISHI,COLT 5P 1.3L Invite,MJM1214D0295,6.0,70.0,M 5,7.4,4.8,5.8,138.0,ES,C,-,MJM1214D
RENAULT,TWINGO 1.2L (60ch),MRE1011FP141,4.0,43.0,M 5,7.6,4.8,5.8,138.0,ES,C,-,MRE1011F
RENAULT,TWINGO 1.2L 16v Eco2,MRE1111F9698,5.0,55.0,M 5,7.6,4.8,5.8,138.0,ES,C,-,MRE1111F
RENAULT,Twingo GT TCE (100ch) Eco2,MRE1331F7128,6.0,74.0,M 5,7.6,4.9,5.9,138.0,ES,C,-,MRE1331F
SMART,SMART FORFOUR 1.3L BVA6,MST3204C2279,6.0,70.0,A 6,7.5,5.0,5.8,138.0,ES,C,-,MST3204C
SMART,SMART FORFOUR 1.3L BVA6,MST3204C3280,6.0,70.0,A 6,7.5,5.0,5.8,138.0,ES,C,-,MST3204C
SMART,SMART FORFOUR 1.3L BVA6,MST3204C5282,6.0,70.0,A 6,7.5,5.0,5.8,138.0,ES,C,-,MST3204C
SMART,SMART FORFOUR 1.3L BVA6,MST3204C6283,6.0,70.0,A 6,7.5,5.0,5.8,138.0,ES,C,-,MST3204C
SMART,SMART FORFOUR 1.3L BVM5,MST1204CP272,6.0,70.0,M 5,7.4,4.8,5.8,138.0,ES,C,-,MST1204C
SMART,SMART FORFOUR 1.3L BVM5,MST1204CS275,6.0,70.0,M 5,7.4,4.8,5.8,138.0,ES,C,-,MST1204C
VOLKSWAGEN,POLO 1.2L (60ch),MVW10J2CAB71,4.0,44.0,M 5,7.6,4.8,5.8,138.0,ES,C,-,MVW10J2C
VOLKSWAGEN,POLO 1.2L (70ch),MVW11J2CJB87,5.0,51.0,M 5,7.6,4.8,5.8,138.0,ES,C,-,MVW11J2C
BMW,116i BERLINE 3P,MBM1454NG002,7.0,90.0,M 6,7.5,4.8,5.8,139.0,ES,C,-,MBM1454N
BMW,116i BERLINE 5P,MBM1454NU016,7.0,90.0,M 6,7.5,4.8,5.8,139.0,ES,C,-,MBM1454N
FIAT,Grande PUNTO 3P 1.2L 8V,MFT1021HQ052,4.0,48.0,M 5,7.5,4.9,5.9,139.0,ES,C,-,MFT1021H
FIAT,Grande PUNTO 3P 1.2L 8V,MFT1021HR053,4.0,48.0,M 5,7.5,4.9,5.9,139.0,ES,C,-,MFT1021H
FIAT,Grande PUNTO 3P 1.4 8V,MFT1121H5057,5.0,57.0,M 5,7.5,5.0,5.9,139.0,ES,C,-,MFT1121H
FIAT,Grande PUNTO 3P 1.4L 8V,MFT1121H2054,5.0,57.0,M 5,7.5,5.0,5.9,139.0,ES,C,-,MFT1121H
FIAT,Grande PUNTO 3P 1.4L 8V,MFT1121H3055,5.0,57.0,M 5,7.5,5.0,5.9,139.0,ES,C,-,MFT1121H
FIAT,Grande PUNTO 5P 1.2L 8V,MFT1021HU056,4.0,48.0,M 5,7.5,4.9,5.9,139.0,ES,C,-2000,MFT1021H
FORD,FIESTA 3P 1250,MFD11F1CM388,5.0,55.0,M 5,7.8,4.7,5.8,139.0,ES,C,-,MFD11F1C
FORD,FIESTA 5P 1250,MFD11F2CB386,5.0,55.0,M 5,7.8,4.7,5.8,139.0,ES,C,-,MFD11F2C
HONDA,CIVIC 5P 1.4i Comfort,MJH1202E0473,5.0,61.0,M 6,7.6,4.9,5.9,139.0,ES,C,-,MJH1202E
HONDA,CIVIC 5P 1.4i Comfort i-shift,MJH3202EP552,5.0,61.0,A 6,7.5,5.0,5.9,139.0,ES,C,-,MJH3202E
HONDA,JAZZ 1.4 GRAPHITE CVT,MJH9202T7441,5.0,61.0,V 0,7.2,5.1,5.9,139.0,ES,C,-,MJH9202T
HONDA,JAZZ 1.4 GRAPHITE CVT,MJH9202TZ469,5.0,61.0,V 0,7.2,5.1,5.9,139.0,ES,C,-,MJH9202T
HYUNDAI,i10 1.1 PACK Confort BVA,MHY3022ZP501,4.0,48.5,A 4,7.2,5.1,5.9,139.0,ES,C,-,MHY3022Z
KIA,RIO 1.4,MKA1302K0584,6.0,71.3,M 5,7.3,5.1,5.9,139.0,ES,C,-,MKA1302K
LANCIA,YPSILON 1.2L 8V,MLC1001A3492,4.0,44.0,M 5,7.5,5.0,5.9,139.0,ES,C,-,MLC1001A
LANCIA,YPSILON 1.2L 8V,MLC1001A4493,4.0,44.0,M 5,7.5,5.0,5.9,139.0,ES,C,-,MLC1001A
NISSAN,MICRA 3P 1.2L (65ch),MJN1021DQ309,4.0,48.0,M 5,7.4,5.1,5.9,139.0,ES,C,-,MJN1021D
NISSAN,MICRA 3P 1.2L (80ch),MJN1121D1310,5.0,59.0,M 5,7.4,5.1,5.9,139.0,ES,C,-,MJN1121D
NISSAN,MICRA 5P 1.2L (65ch),MJN1022DU311,4.0,48.0,M 5,7.4,5.1,5.9,139.0,ES,C,-,MJN1022D
NISSAN,MICRA 5P 1.2L (80ch),MJN1122D5312,5.0,59.0,M 5,7.4,5.1,5.9,139.0,ES,C,-,MJN1122D
RENAULT,CLIO 3P 1.2L 16v  (65ch),MRE1021E4387,4.0,48.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1021E
RENAULT,CLIO 3P 1.2L 16v  (75ch) Eco2,MRE1121ED386,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1121E
RENAULT,CLIO 3P 1.2L 16v (65ch) Roues 16'',MRE1021EQ761,4.0,48.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1021E
RENAULT,CLIO 3P 1.2L 16v (75ch) Roues 16'',MRE1121EY759,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1121E
RENAULT,CLIO 3P 1.2L 16v Eco2,MRE1111E0981,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1111E
RENAULT,CLIO 5P 1.2L 16v  (65ch),MRE1022EZ380,4.0,48.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1022E
RENAULT,CLIO 5P 1.2L 16v  (75ch) Eco2,MRE1122E8379,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1122E
RENAULT,CLIO 5P 1.2L 16v  (75ch) Eco2,MRE1122EU753,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1122E
RENAULT,"CLIO 5P 1.2L 16v (65ch) Roues 16""",MRE1022EM755,4.0,48.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1022E
RENAULT,CLIO 5P 1.2L 16v Eco2,MRE1112ET972,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1112E
RENAULT,CLIO break  1.2L 16v (75ch) Roues 16'',MRE1134EP318,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1134E
RENAULT,CLIO break 1.2L (75ch) 16v Eco2,MRE1124EJ931,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1124E
RENAULT,CLIO break 1.2L 16v  (75ch) Eco2,MRE1124EJ932,5.0,55.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MRE1124E
SEAT,IBIZA 3P 1.2L 12V (70ch),MSE1141GN318,5.0,51.0,M 5,7.8,5.1,5.9,139.0,ES,C,-,MSE1141G
SEAT,IBIZA 5P 1.2L 12V (70ch),MSE1142GQ319,5.0,51.0,M 5,7.8,5.1,5.9,139.0,ES,C,-,MSE1142G
SEAT,IBIZA 5P 1.9TDI (90ch) FAP,MSE1142GE404,5.0,51.0,M 5,7.6,4.9,5.9,139.0,ES,C,-,MSE1142G
SMART,SMART FORFOUR 1.5L (80kW) BVA6,MST3304C8300,6.0,80.0,A 6,7.6,4.9,5.9,139.0,ES,C,-,MST3304C
SMART,SMART FORFOUR 1.5L (80kW) BVA6,MST3304C9301,6.0,80.0,A 6,7.6,4.9,5.9,139.0,ES,C,-,MST3304C
SMART,SMART FORFOUR 1.5L (80kW) BVA6,MST3304CA302,6.0,80.0,A 6,7.6,4.9,5.9,139.0,ES,C,-,MST3304C
SMART,SMART FORFOUR 1.5L (80kW) BVA6,MST3304CB303,6.0,80.0,A 6,7.6,4.9,5.9,139.0,ES,C,-,MST3304C
SUZUKI,SWIFT 3P 1.3L ES BV ROBOTISEE,MJS3201G0844,5.0,67.5,A 5,7.2,5.0,5.8,139.0,ES,C,-,MJS3201G
VOLKSWAGEN,FOX 1.2L (55ch),MVW10I1YFV46,4.0,40.0,M 5,7.4,5.0,5.9,139.0,ES,C,-,MVW10I1Y
VOLKSWAGEN,GOLF 1.4L TSI (122ch) DSG7,MVW34J4KVB38,7.0,90.0,A 7,7.7,4.9,5.9,139.0,ES,C,-,MVW34J4K
AUDI,A3 1.4 TFSI (125ch),MAU15I4G0741,7.0,92.0,M 6,7.8,4.9,5.9,140.0,ES,C,-,MAU15I4G
AUDI,A3 1.4 TFSI (125ch),MAU15I4G1742,7.0,92.0,M 6,7.8,4.9,5.9,140.0,ES,C,-,MAU15I4G
BMW,118i BERLINE 3P,MBM1644NP548,8.0,105.0,M 6,7.9,4.7,5.9,140.0,ES,C,-,MBM1644N
BMW,118i BERLINE 5P,MBM1644N7592,8.0,105.0,M 6,7.9,4.7,5.9,140.0,ES,C,-,MBM1644N
CHEVROLET,AVEO 3P 1.4 BM5,MG11301AU510,6.0,74.0,M 5,7.9,4.7,5.9,140.0,ES,C,-,MG11301A
CHEVROLET,AVEO 5P 1.4 BM5,MG11302AU508,6.0,74.0,M 5,7.9,4.7,5.9,140.0,ES,C,-,MG11302A
CITROEN,C3 1.1i,MCT1012PP145,4.0,44.1,M 5,7.5,5.0,6.0,140.0,ES,C,-,MCT1012P
CITROEN,C3 1.4i 16V SensoDrive,MCT3212P3169,5.0,65.0,A 5,7.6,5.0,6.0,140.0,ES,C,-,MCT3212P
CITROEN,C3 1.4i 16V SensoDrive,MCT3212P4170,5.0,65.0,A 5,7.6,5.0,6.0,140.0,ES,C,-,MCT3212P
DAIHATSU,COPEN 1.3L,MJD1205MM158,5.0,64.0,M 5,7.7,5.0,6.0,140.0,ES,C,-,MJD1205M
DAIHATSU,TREVIS BVA4,MJD3002NH172,4.0,43.0,A 4,7.3,5.1,5.9,140.0,ES,C,-,MJD3002N
FIAT,500 1.4 16v Dual Logic,MFT13211U272,6.0,73.5,M 5,7.3,5.2,6.0,140.0,ES,C,-,MFT13211
MAZDA,MAZDA 2 1.5L MZR,MJZ1311NK748,6.0,76.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MJZ1311N
MAZDA,MAZDA2 1.5L,MJZ1312NW722,6.0,76.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MJZ1312N
RENAULT,CLIO 3P 1.2L (60ch),MRE1021EU887,4.0,43.0,M 5,7.9,4.7,5.9,140.0,ES,C,-,MRE1021E
RENAULT,CLIO 5P 1.2L (60ch),MRE1022EV886,4.0,43.0,M 5,7.9,4.7,5.9,140.0,ES,C,-,MRE1022E
RENAULT,GRAND MODUS 1.2L 16V (75ch) EURO 4 Eco2,MRE1136SV052,5.0,55.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MRE1136S
RENAULT,GRAND MODUS TCE (100ch) BVM5 EURO 4 Eco2,MRE1336SV226,6.0,74.0,M 5,7.6,5.0,5.9,140.0,ES,C,-,MRE1336S
RENAULT,MODUS 1.2L 16v,MRE1026SP409,4.0,48.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MRE1026S
RENAULT,MODUS 1.2L 16v (75ch) Eco2,MRE1116SV988,5.0,55.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MRE1116S
RENAULT,MODUS 1.2L 16v QUICKSHIFT5,MRE1026SQ410,4.0,48.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MRE1026S
RENAULT,MODUS 1.2L 16v TCE (100ch) Eco2,MRE1326ST613,6.0,74.0,M 5,7.6,5.0,5.9,140.0,ES,C,-,MRE1326S
RENAULT,MODUS TCE (100ch) EURO 4 BVM5 Eco2,MRE1336SD050,6.0,74.0,M 5,7.6,5.0,5.9,140.0,ES,C,-,MRE1336S
SKODA,FABIA BERLINE 1.2L (60ch) BVM5,MSK1022EH936,4.0,44.0,M 5,7.8,4.8,5.9,140.0,ES,C,-,MSK1022E
SKODA,FABIA BERLINE 1.2L (70 ch) BVM5,MSK1132EF111,5.0,51.0,M 5,7.7,4.9,5.9,140.0,ES,C,-,MSK1132E
SKODA,FABIA COMBI 1.2L (60ch) BVM5,MSK1034E2140,4.0,44.0,M 5,7.8,4.8,5.9,140.0,ES,C,-,MSK1034E
SKODA,FABIA COMBI 1.2L (70ch) BVM5,MSK1134ES120,5.0,51.0,M 5,7.7,4.9,5.9,140.0,ES,C,-,MSK1134E
SMART,SMART FORFOUR 1.5L (80kW) BVM5,MST1304C0298,6.0,80.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MST1304C
SMART,SMART FORFOUR 1.5L (80kW) BVM5,MST1304C1299,6.0,80.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MST1304C
SMART,SMART FORFOUR 1.5L (80kW) BVM5,MST1304CY296,6.0,80.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MST1304C
SMART,SMART FORFOUR 1.5L (80kW) BVM5,MST1304CZ297,6.0,80.0,M 5,7.6,4.9,5.9,140.0,ES,C,-,MST1304C
SUZUKI,SWIFT 5P 1.3L,MJS1202GF766,5.0,67.5,M 5,7.4,4.9,5.8,140.0,ES,C,-,MJS1202G
SUZUKI,SWIFT 5P 1.3L,MJS1202GG792,5.0,67.5,M 5,7.4,4.9,5.8,140.0,ES,C,-,MJS1202G
SUZUKI,SWIFT 5P 1.3L ES BV ROBOTISEE,MJS3202G6848,5.0,67.5,A 5,7.6,5.0,6.0,140.0,ES,C,-,MJS3202G
TOYOTA,YARIS 3P 1.3 VVT-i,MJT1271RS665,5.0,64.0,M 5,7.2,5.2,6.0,140.0,ES,C,-,MJT1271R
TOYOTA,YARIS 3P 1.3 VVT-i,MJT1271RU667,5.0,64.0,M 5,7.2,5.2,6.0,140.0,ES,C,-,MJT1271R
TOYOTA,YARIS 5P 1.3 VVT-i,MJT1272R5676,5.0,64.0,M 5,7.2,5.2,6.0,140.0,ES,C,-,MJT1272R
TOYOTA,YARIS 5P 1.3 VVT-i,MJT1272R7678,5.0,64.0,M 5,7.2,5.2,6.0,140.0,ES,C,-,MJT1272R
FORD,KA 3P 1300 (70ch),MFD11A1JE547,5.0,51.0,M 5,8.2,4.7,5.9,141.0,ES,D,-,MFD11A1J
HYUNDAI,GETZ 5P 1.4 PACK Confort,MHY1322UY430,6.0,71.3,M 5,7.5,5.1,6.0,141.0,ES,D,-,MHY1322U
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1261RF520,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1261R
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1261RG521,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1261R
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1271RR664,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1271R
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1271RT666,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1271R
TOYOTA,NOUVELLE YARIS 5P 1.3 VVT-i,MJT1262RQ529,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1262R
TOYOTA,NOUVELLE YARIS 5P 1.3 VVT-i,MJT1262RR530,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1262R
TOYOTA,NOUVELLE YARIS 5P 1.3 VVT-i,MJT1272R4675,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1272R
TOYOTA,NOUVELLE YARIS 5P 1.3 VVT-i,MJT1272R6677,5.0,64.0,M 5,7.2,5.3,6.0,141.0,ES,D,-,MJT1272R
BMW,316i BERLINE,MBM1452CW457,7.0,90.0,M 6,7.7,4.9,5.9,142.0,ES,D,-,MBM1452C
BMW,318i BERLINE,MBM1652CJ460,8.0,105.0,M 6,7.9,4.8,5.9,142.0,ES,D,-,MBM1652C
FIAT,Grande PUNTO 3P 1.4 16V,MFT1211H6922,6.0,70.0,M 6,8.4,4.6,6.0,142.0,ES,D,-,MFT1211H
FIAT,Grande PUNTO 3P 1.4 16V,MFT1211H7923,6.0,70.0,M 6,8.4,4.6,6.0,142.0,ES,D,-,MFT1211H
FIAT,Grande PUNTO 5P 1.4 16V,MFT1222H8181,6.0,70.0,M 6,8.4,4.6,6.0,142.0,ES,D,-,MFT1222H
FIAT,Grande PUNTO 5P 1.41 16V,MFT1212HA924,6.0,70.0,M 6,8.4,4.6,6.0,142.0,ES,D,-,MFT1212H
OPEL,AGILA 1.2 BVA4,MPL32F4NA375,5.0,63.0,A 4,7.8,4.9,5.9,142.0,ES,D,-,MPL32F4N
SUZUKI,SPLASH 1.2L BVA4,MJS3204XJ803,5.0,63.0,A 4,7.8,4.9,5.9,142.0,ES,D,-,MJS3204X
AUDI,A3 SPORTBACK 1.4 TFSI (125ch),MAU15I4G1839,7.0,92.0,M 6,7.9,5.0,6.0,143.0,ES,D,-,MAU15I4G
AUDI,A3 SPORTBACK 1.4 TFSI (125ch),MAU15I4G2840,7.0,92.0,M 6,7.9,5.0,6.0,143.0,ES,D,-,MAU15I4G
CITROEN,C2 1.4i,MCT1101R6990,5.0,54.0,M 5,7.9,4.9,6.0,143.0,ES,D,-,MCT1101R
FIAT,SEICENTO 1.1L 8V,MFT1011S3673,4.0,40.0,M 5,8.3,4.7,6.0,143.0,ES,D,-,MFT1011S
KIA,PICANTO 1.0 BVA,MKA3002RP783,5.0,47.8,A 4,7.6,5.1,6.0,143.0,ES,D,-,MKA3002R
MITSUBISHI,COLT 3P 1.3L Invite,MJM1211DQ388,6.0,70.0,M 5,7.7,5.0,6.0,143.0,ES,D,-,MJM1211D
SMART,SMART FORFOUR 1.3L BVM5,MST1204CQ273,6.0,70.0,M 5,7.7,5.0,6.0,143.0,ES,D,-,MST1204C
SMART,SMART FORFOUR 1.3L BVM5,MST1204CR274,6.0,70.0,M 5,7.7,5.0,6.0,143.0,ES,D,-,MST1204C
SMART,SMART FORFOUR 1.3L BVM5,MST1204CT276,6.0,70.0,M 5,7.7,5.0,6.0,143.0,ES,D,-,MST1204C
SMART,SMART FORFOUR 1.3L BVM5,MST1204CU277,6.0,70.0,M 5,7.7,5.0,6.0,143.0,ES,D,-,MST1204C
SUZUKI,SWIFT 3P 1.3L,MJS1201GP450,5.0,67.5,M 5,8.0,5.0,6.1,143.0,ES,D,-,MJS1201G
BMW,318i TOURING,MBM1654CZ497,8.0,105.0,M 6,8.0,4.9,6.0,144.0,ES,D,-,MBM1654C
KIA,RIO 1.6,MKA1402KK594,6.0,82.4,M 5,7.9,5.0,6.1,144.0,ES,D,-,MKA1402K
OPEL,TIGRA 1.4L TwinPort Easytronic CLIM,MPL3295A6737,5.0,66.0,A 5,8.0,4.9,6.0,144.0,ES,D,-,MPL3295A
RENAULT,MODUS TCE (100ch) BVM5 EURO 4 Eco2,MRE1336SW227,6.0,74.0,M 5,7.9,5.1,6.1,144.0,ES,D,-,MRE1336S
CITROEN,C3 1.4i,MCT1102P3962,5.0,54.0,M 5,8.2,4.9,6.1,145.0,ES,D,-,MCT1102P
CITROEN,C3 1.4i,MCT1102P6965,5.0,54.0,M 5,8.2,4.9,6.1,145.0,ES,D,-,MCT1102P
DAIHATSU,SIRION II 1.5L BVM5,MJD1302HJ191,6.0,76.0,M 5,7.9,5.2,6.2,145.0,ES,D,-,MJD1302H
FORD,FIESTA 3P 1400 DURASHIFT,MFD31E1CL325,5.0,59.0,A 5,8.2,4.9,6.1,145.0,ES,D,-,MFD31E1C
FORD,FIESTA 5P 1400 DURASHIFT,MFD31E2CV333,5.0,59.0,A 5,8.2,4.9,6.1,145.0,ES,D,-,MFD31E2C
HYUNDAI,i30 1.4 PACK Clim,MHY1422YU448,6.0,80.2,M 5,7.6,5.2,6.1,145.0,ES,D,-,MHY1422Y
KIA,CEE'D 1.4,MKA1302TH628,6.0,77.2,M 5,7.6,5.2,6.1,145.0,ES,D,-,MKA1302T
KIA,PRO_CEE'D 1.4,MKA1301TM732,6.0,77.2,M 5,7.6,5.2,6.1,145.0,ES,D,-,MKA1301T
KIA,RIO 1.6,MKA1402KD587,6.0,82.4,M 5,7.8,5.1,6.1,145.0,ES,D,-,MKA1402K
PEUGEOT,207 3P 1.4VTi 16V (95 ch),MPE1211TE428,6.0,70.0,M 5,8.1,5.0,6.1,145.0,ES,D,-,MPE1211T
PEUGEOT,207 3P 1.6 VTi 16V (120ch),MPE1411TH314,7.0,88.0,M 5,8.4,4.8,6.1,145.0,ES,D,-,MPE1411T
PEUGEOT,207 5P 1.4VTi 16V (95 ch),MPE1212TK432,6.0,70.0,M 5,8.1,5.0,6.1,145.0,ES,D,-,MPE1212T
PEUGEOT,207 5P 1.6VTi 16V (120ch),MPE1412TT324,7.0,88.0,M 5,8.4,4.8,6.1,145.0,ES,D,-,MPE1412T
RENAULT,GRAND MODUS 1.2L 16V (75ch) EURO 4 BVM5 TO,MRE1136S1058,5.0,55.0,M 5,7.7,5.1,6.0,145.0,ES,D,-,MRE1136S
SUZUKI,SWIFT 5P 1.3L BOITE ROBOTISEE,MJS3202GN793,6.0,67.5,A 5,7.6,5.0,6.0,145.0,ES,D,-,MJS3202G
BMW,320i BERLINE,MBM1752CZ466,9.0,125.0,M 6,8.4,4.8,6.1,146.0,ES,D,-,MBM1752C
FIAT,IDEA 1.4L 8V,MFT1116YQ828,5.0,57.0,M 5,7.9,5.2,6.2,146.0,ES,D,-,MFT1116Y
LANCIA,MUSA 1.4L 8V,MLC1106JL517,5.0,57.0,M 5,7.9,5.2,6.2,146.0,ES,D,-,MLC1106J
LANCIA,MUSA 1.4L 8V,MLC1106JM518,5.0,57.0,M 5,7.9,5.2,6.2,146.0,ES,D,-,MLC1106J
OPEL,ASTRA 1.4L Twinport BVM5 CLIM,MPL12E2HR782,5.0,66.0,M 5,8.0,5.0,6.1,146.0,ES,D,-,MPL12E2H
