marque,modele_version,mine,cnit,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,mois_annee
AUDI,A4 2.0TDI (140ch) DPF MULTITRONIC,MAU96D2FX897,8ELBPWF1FAVJ00R8E507GGO,GO,8,103.0,V 0,7.6,5.2,6.1,165.0,Janvier 2006
AUDI,A4 2.0TDI (140ch) DPF MULTITRONIC,MAU96D2FY898,8ELBPWF1FAVJ00R8E507GGP,GO,8,103.0,V 0,7.7,5.3,6.2,167.0,Janvier 2006
AUDI,A4 2.0TDI (140ch) MULTITRONIC,MAU96D2FG043,8ELBLBF1FAVJ00R8E500GGO,GO,8,103.0,V 0,8.0,5.2,6.2,167.0,Janvier 2006
AUDI,A4 2.0TDI (140ch) MULTITRONIC,MAU96D2FH044,8ELBLBF1FAVJ00R8E500GGP,GO,8,103.0,V 0,8.3,5.2,6.3,170.0,Janvier 2006
AUDI,A4 2.5TDI (163ch),MAU57C2FU740,8ELBDGF1FM6A00R8E600GGO,GO,10,120.0,M 6,9.6,5.3,6.8,184.0,Janvier 2006
AUDI,A4 2.5TDI (163ch),MAU57C2FV741,8ELBDGF1FM6A00R8E600GGP,GO,10,120.0,M 6,9.7,5.4,6.9,186.0,Janvier 2006
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97C2FS734,8ELBDGF1FAVJ00R8E600GGO,GO,10,120.0,V 0,9.1,5.5,6.8,184.0,Janvier 2006
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97C2FU736,8ELBDGF1FAVJ00R8E600GGQ,GO,10,120.0,V 0,9.4,5.8,7.1,192.0,Janvier 2006
AUDI,A4 3.0 TDI DPF (233ch) QUATTRO,MAU69D2FP015,8ELASBQ1QM63B0R8E607GGP,GO,15,171.0,M 6,10.8,5.9,7.6,204.0,Janvier 2006
AUDI,A4 3.0 TDI DPF (233ch) QUATTRO,MAU69D2FP016,8ELASBQ1QM63B0R8E607GGQ,GO,15,171.0,M 6,10.9,6.0,7.8,209.0,Janvier 2006
AUDI,A4 3.0 TDI DPF (233ch) QUATTRO TIPTRONIC,MAU89D2FK009,8ELASBQ1QA6LB0R8E607GGP,GO,15,171.0,A 6,11.7,6.3,8.3,223.0,Janvier 2006
AUDI,A4 3.0 TDI DPF (233ch) QUATTRO TIPTRONIC,MAU89D2FM011,8ELASBQ1QA6LB0R8E607GGR,GO,15,171.0,A 6,12.0,6.5,8.5,229.0,Janvier 2006
AUDI,A4 3.0TDI (204ch) QUATTRO,MAU68C2FJ788,8ELBKNQ1QM63B0R8E600GGP,GO,13,150.0,M 6,10.6,5.9,7.6,204.0,Janvier 2006
AUDI,A4 3.0TDI (204ch) QUATTRO,MAU68C2FK789,8ELBKNQ1QM63B0R8E600GGQ,GO,13,150.0,M 6,10.7,6.0,7.7,206.0,Janvier 2006
AUDI,A4 3.0TDI (204ch) QUATTRO TIPTRONIC,MAU88C2FF782,8ELBKNQ1QA6LB0R8E600GGP,GO,13,150.0,A 6,11.6,6.2,8.2,220.0,Janvier 2006
AUDI,A4 3.0TDI (204ch) QUATTRO TIPTRONIC,MAU88C2FH784,8ELBKNQ1QA6LB0R8E600GGR,GO,13,150.0,A 6,12.0,6.4,8.4,226.0,Janvier 2006
AUDI,A4 AVANT 1.8L T (150ch) MULTITRONIC,MAU97C4F9844,8EABFBF1FAVJG0R8E600GGO,ES,10,120.0,V 0,11.4,6.5,8.3,199.0,Janvier 2006
AUDI,A4 AVANT 1.8L T (150ch) MULTITRONIC,MAU97C4FA845,8EABFBF1FAVJG0R8E600GGP,ES,10,120.0,V 0,11.5,6.6,8.4,202.0,Janvier 2006
AUDI,A4 AVANT 1.8L T (163ch),MAU17C4F5848,8EABFBF1FM52EMR8E600GGO,ES,10,120.0,M 5,11.4,6.5,8.3,199.0,Janvier 2006
AUDI,A4 AVANT 1.8L T (163ch),MAU17C4F6849,8EABFBF1FM52EMR8E600GGP,ES,10,120.0,M 5,11.5,6.6,8.4,202.0,Janvier 2006
AUDI,A4 AVANT 1.8L T (163ch) QUATTRO,MAU27C4FA852,8EABFBQ1QM6XC0R8E600GGO,ES,11,120.0,M 6,12.8,7.1,9.2,221.0,Janvier 2006
AUDI,A4 AVANT 1.8L T (163ch) QUATTRO,MAU27C4FB853,8EABFBQ1QM6XC0R8E600GGP,ES,11,120.0,M 6,12.9,7.2,9.3,223.0,Janvier 2006
AUDI,A4 AVANT 1.9TDI (130ch),MAU54C4F7874,8EABKEF1FM52FGR8E500GGO,GO,7,85.0,M 5,7.6,4.6,5.7,154.0,Janvier 2006
AUDI,A4 AVANT 1.9TDI (130ch),MAU54C4F8875,8EABKEF1FM52FGR8E500GGP,GO,7,85.0,M 5,7.7,4.7,5.8,157.0,Janvier 2006
AUDI,A4 AVANT 2.0L (130ch),MAU15C4F0809,8EAALTF1FM52EQR8E500GGO,ES,8,96.0,M 5,11.6,6.1,8.2,197.0,Janvier 2006
AUDI,A4 AVANT 2.0L (130ch),MAU15C4FZ808,8EAALTF1FM52EQR8E500GGN,ES,8,96.0,M 5,11.5,6.0,8.0,192.0,Janvier 2006
AUDI,A4 AVANT 2.0L (130ch) MULTITRONIC,MAU95C4F3804,8EAALTF1FAVJD0R8E500GGO,ES,8,96.0,V 0,11.0,6.3,8.0,192.0,Janvier 2006
AUDI,A4 AVANT 2.0L (130ch) MULTITRONIC,MAU95C4F4805,8EAALTF1FAVJD0R8E500GGP,ES,8,96.0,V 0,11.1,6.4,8.1,194.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch),MAU18E4FU288,8EABWEF1FM6XE0R8E600GGO,ES,12,147.0,M 6,11.0,5.9,7.8,187.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch),MAU18E4FV289,8EABWEF1FM6XE0R8E600GGP,ES,12,147.0,M 6,11.3,6.1,8.0,192.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch) MULTITRONIC,MAU98E4FY284,8EABWEF1FAVJ00R8E600GGO,ES,12,147.0,V 0,11.2,6.3,8.1,194.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch) MULTITRONIC,MAU98E4FZ285,8EABWEF1FAVJ00R8E600GGP,ES,12,147.0,V 0,11.5,6.4,8.3,199.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO,MAU28E4FE296,8EABWEQ1QM6XE0R8E600GGO,ES,13,147.0,M 6,12.6,6.6,8.8,211.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO,MAU28E4FG298,8EABWEQ1QM6XE0R8E600GGQ,ES,13,147.0,M 6,12.9,6.9,9.1,218.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO TIPTRONIC,MAU48E4FC292,8EABWEQ1QA6LC0R8E600GGP,ES,13,147.0,A 6,13.4,7.3,9.5,228.0,Janvier 2006
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO TIPTRONIC,MAU48E4FD293,8EABWEQ1QA6LC0R8E600GGQ,ES,13,147.0,A 6,13.7,7.4,9.7,233.0,Janvier 2006
AUDI,A4 AVANT 2.0TDI (140ch),MAU56E4FX192,8EABREF1FM6XA0R8E500GGO,GO,8,103.0,M 6,8.1,4.8,6.0,161.0,Janvier 2006
AUDI,A4 AVANT 2.0TDI (140ch),MAU56E4FY193,8EABREF1FM6XA0R8E500GGP,GO,8,103.0,M 6,8.2,4.9,6.1,164.0,Janvier 2006
AUDI,A4 AVANT 2.0TDI (140ch) DPF,MAU56D4FK108,8EABPWF1FM6XA0R8E507GGP,GO,8,103.0,M 6,8.4,5.4,6.5,175.0,Janvier 2006
AUDI,A4 AVANT 2.0TDI (140ch) DPF,MAU56D4FV931,8EABPWF1FM6XA0R8E707GGO,GO,8,103.0,M 6,8.0,4.9,6.0,161.0,Janvier 2006
AUDI,A4 AVANT 2.0TDI (140ch) MULTITRONIC,MAU96E4FX188,8EABREF1FAVJ00R8E500GGO,GO,8,103.0,V 0,8.2,5.1,6.2,166.0,Janvier 2006
AUDI,A4 AVANT 2.0TDI (140ch) MULTITRONIC,MAU96E4FY189,8EABREF1FAVJ00R8E500GGP,GO,8,103.0,V 0,8.3,5.2,6.3,169.0,Janvier 2006
AUDI,A4 AVANT 2.5TDI (163ch),MAU57C4F1840,8EABDGF1FM6A00R8E600GGP,GO,10,120.0,M 6,9.7,5.4,6.9,186.0,Janvier 2006
AUDI,A4 AVANT 2.5TDI (163ch),MAU57C4F2841,8EABDGF1FM6A00R8E600GGQ,GO,10,120.0,M 6,9.9,5.5,7.1,192.0,Janvier 2006
AUDI,A4 AVANT 2.5TDI (163ch) MULTITRONIC,MAU97C4F1836,8EABDGF1FAVJ00R8E600GGP,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,Janvier 2006
AUDI,A4 AVANT 2.5TDI (163ch) MULTITRONIC,MAU97C4F2837,8EABDGF1FAVJ00R8E600GGQ,GO,10,120.0,V 0,9.4,5.8,7.1,192.0,Janvier 2006
AUDI,A4 AVANT 3.0 TDI DPF (233ch) QUATTRO,MAU69D4F8067,8EAASBQ1QM63B0R8E607GGP,GO,15,171.0,M 6,10.8,5.9,7.6,204.0,Janvier 2006
AUDI,A4 AVANT 3.0 TDI DPF (233ch) QUATTRO,MAU69D4FA069,8EAASBQ1QM63B0R8E607GGR,GO,15,171.0,M 6,11.0,6.1,7.9,212.0,Janvier 2006
AUDI,A4 AVANT 3.0 TDI DPF (233ch) QUATTRO TIPTRONIC,MAU89D4F6063,8EAASBQ1QA6LB0R8E607GGQ,GO,15,171.0,A 6,11.8,6.4,8.4,226.0,Janvier 2006
AUDI,A4 AVANT 3.0 TDI DPF (233ch) QUATTRO TIPTRONIC,MAU89D4F7064,8EAASBQ1QA6LB0R8E607GGR,GO,15,171.0,A 6,12.0,6.5,8.5,229.0,Janvier 2006
AUDI,A4 AVANT 3.0TDI (204ch) QUATTRO,MAU68C4FK882,8EABKNQ1QM63B0R8E600GGP,GO,13,150.0,M 6,10.6,5.9,7.6,204.0,Janvier 2006
AUDI,A4 AVANT 3.0TDI (204ch) QUATTRO,MAU68C4FM884,8EABKNQ1QM63B0R8E600GGR,GO,13,150.0,M 6,10.9,6.1,7.9,212.0,Janvier 2006
AUDI,A4 AVANT 3.0TDI (204ch) QUATTRO TIPTRONIC,MAU88C4FJ878,8EABKNQ1QA6LB0R8E600GGQ,GO,13,150.0,A 6,11.8,6.3,8.3,223.0,Janvier 2006
AUDI,A4 AVANT 3.0TDI (204ch) QUATTRO TIPTRONIC,MAU88C4FJ879,8EABKNQ1QA6LB0R8E600GGR,GO,13,150.0,A 6,12.0,6.4,8.4,226.0,Janvier 2006
AUDI,A4 AVANT 3.2L FSI (256ch) MULTITRONIC,MAU99D4FH073,8EAAUKF1FAVJN0R8E600GGP,ES,17,188.0,V 0,13.9,7.0,9.6,230.0,Janvier 2006
AUDI,A4 AVANT 3.2L FSI (256ch) MULTITRONIC,MAU99D4FJ074,8EAAUKF1FAVJN0R8E600GGQ,ES,17,188.0,V 0,14.0,7.1,9.7,233.0,Janvier 2006
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO,MAU29D4FJ081,8EAAUKQ1QM6XD0R8E600GGP,ES,18,188.0,M 6,15.8,7.6,10.7,257.0,Janvier 2006
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO,MAU29D4FJ082,8EAAUKQ1QM6XD0R8E600GGQ,ES,18,188.0,M 6,15.9,7.7,10.8,259.0,Janvier 2006
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49D4FG077,8EAAUKQ1QA6LC0R8E600GGP,ES,18,188.0,A 6,15.6,7.9,10.7,257.0,Janvier 2006
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49D4FH078,8EAAUKQ1QA6LC0R8E600GGQ,ES,18,188.0,A 6,15.7,8.0,10.8,259.0,Janvier 2006
AUDI,A4 CABRIOLET 1.8L T (163ch),MAU17A5E4266,8HKBFBF1FM52EMR8H60O,ES,10,120.0,M 5,11.6,6.7,8.5,204.0,Janvier 2006
AUDI,A4 CABRIOLET 1.8L T (163ch),MAU17A5E6268,8HKBFBF1FM52EMR8H60Q,ES,10,120.0,M 5,11.8,6.9,8.7,208.0,Janvier 2006
AUDI,A4 CABRIOLET 1.8L T (163ch),MAU27A5EU995,8HKBFBQ1QM6XC0R8H60P,ES,11,120.0,M 6,12.9,7.4,9.4,226.0,Janvier 2006
AUDI,A4 CABRIOLET 1.8L T (163ch),MAU27A5EV996,8HKBFBQ1QM6XC0R8H60Q,ES,11,120.0,M 6,13.0,7.5,9.5,228.0,Janvier 2006
AUDI,A4 LIMO 3.2L FSI (256ch) MULTITRONIC,MAU99D2FV019,8ELAUKF1FAVJN0R8E600GGO,ES,17,188.0,V 0,13.8,6.9,9.5,228.0,Janvier 2006
AUDI,A4 LIMO 3.2L FSI (256ch) MULTITRONIC,MAU99D2FW020,8ELAUKF1FAVJN0R8E600GGP,ES,17,188.0,V 0,13.9,7.0,9.6,230.0,Janvier 2006
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO,MAU29D2FW027,8ELAUKQ1QM6XD0R8E600GGO,ES,18,188.0,M 6,15.7,7.5,10.6,254.0,Janvier 2006
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO,MAU29D2FY029,8ELAUKQ1QM6XD0R8E600GGQ,ES,18,188.0,M 6,15.9,7.7,10.8,259.0,Janvier 2006
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49D2FU023,8ELAUKQ1QA6LC0R8E600GGP,ES,18,188.0,A 6,15.6,7.9,10.7,257.0,Janvier 2006
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49D2FV024,8ELAUKQ1QA6LC0R8E600GGQ,ES,18,188.0,A 6,15.7,8.0,10.8,259.0,Janvier 2006
AUDI,A6 2.0L TFSI (170ch),MAU17D2K2649,4FLBPJF1FM6XC0R4F600GGO,ES,10,125.0,M 6,10.8,6.2,7.9,190.0,Janvier 2006
AUDI,A6 2.0L TFSI (170ch),MAU17D2K4651,4FLBPJF1FM6XC0R4F600GGQ,ES,11,125.0,M 6,11.1,6.5,8.2,197.0,Janvier 2006
AUDI,A6 2.0L TFSI MULTITRONIC (170ch),MAU97D2K6645,4FLBPJF1FAVJ00R4F600GGP,ES,11,125.0,V 0,11.2,6.5,8.2,197.0,Janvier 2006
AUDI,A6 2.0L TFSI MULTITRONIC (170ch),MAU97D2K7646,4FLBPJF1FAVJ00R4F600GGQ,ES,11,125.0,V 0,11.3,6.6,8.3,199.0,Janvier 2006
AUDI,A6 2.0TDI (140ch),MAU56E2KJ334,4FLBREF1FM6XG0R4F600GGO,GO,8,103.0,M 6,8.8,5.1,6.4,172.0,Janvier 2006
AUDI,A6 2.0TDI (140ch),MAU56E2KK336,4FLBREF1FM6XG0R4F600GGQ,GO,8,103.0,M 6,9.0,5.3,6.6,178.0,Janvier 2006
AUDI,A6 2.0TDI (140ch) DPF,MAU56D2KE683,4FLBREF1FM6XG0R4F607GGO,GO,9,103.0,M 6,9.1,5.3,6.7,181.0,Janvier 2006
AUDI,A6 2.0TDI (140ch) DPF,MAU56E2KJ177,4FLBREF1FM6XG0R4F607GGQ,GO,9,103.0,M 6,9.2,5.4,6.8,186.0,Janvier 2006
AUDI,A6 2.4L (177ch) MULTITRONIC,MAU97D2KW247,4FLBDWF1FAVJG0R4F900GGP,ES,12,130.0,V 0,13.9,7.3,9.8,235.0,Janvier 2006
AUDI,A6 2.4L (177ch) MULTITRONIC,MAU97D2KX248,4FLBDWF1FAVJG0R4F900GGQ,ES,12,130.0,V 0,14.0,7.4,9.9,238.0,Janvier 2006
AUDI,A6 2.4L (177ch) QUATTRO,MAU27D2KU252,4FLBDWQ1QM6XF0R4F900GGP,ES,12,130.0,M 6,16.0,7.8,10.9,262.0,Janvier 2006
AUDI,A6 2.4L (177ch) QUATTRO,MAU27D2KW254,4FLBDWQ1QM6XF0R4F900GGR,ES,13,130.0,M 6,16.2,8.0,11.1,266.0,Janvier 2006
AUDI,A6 2.7L TDI DPF QUATTRO TIPTRONIC,MAU88D2KJ658,4FLBPPQ1QA6LA0R4F607GGQ,GO,12,132.0,A 6,11.1,6.8,8.3,223.0,Janvier 2006
AUDI,A6 2.7L TDI DPF QUATTRO TIPTRONIC,MAU88D2KL660,4FLBPPQ1QA6LA0R4F607GGS,GO,12,132.0,A 6,11.4,6.9,8.5,229.0,Janvier 2006
AUDI,A6 2.7L TDI QUATTRO TIPTRONIC,MAU88D2KG655,4FLBPPQ1QA6LA0R4F600GGQ,GO,12,132.0,A 6,10.8,6.6,8.1,217.0,Janvier 2006
AUDI,A6 2.7L TDI QUATTRO TIPTRONIC,MAU88D2KJ657,4FLBPPQ1QA6LA0R4F600GGS,GO,12,132.0,A 6,11.2,6.8,8.4,226.0,Janvier 2006
AUDI,A6 2.7TDI (180ch) DPF,MAU58D2K8359,4FLBPPF1FM6200R4F607GGP,GO,11,132.0,M 6,9.7,5.3,6.9,183.0,Janvier 2006
AUDI,A6 2.7TDI (180ch) DPF,MAU58D2KA361,4FLBPPF1FM6200R4F607GGR,GO,11,132.0,M 6,10.0,5.6,7.2,192.0,Janvier 2006
AUDI,A6 3.0TDI (225ch) QUATTRO TIPTRONIC,MAU89D2K9259,4FLBMKQ1QA6LA0R4F600GGQ,GO,15,165.0,A 6,11.8,6.3,8.3,223.0,Janvier 2006
AUDI,A6 3.0TDI (225ch) QUATTRO TIPTRONIC,MAU89D2KB261,4FLBMKQ1QA6LA0R4F600GGS,GO,15,165.0,A 6,12.0,6.5,8.5,229.0,Janvier 2006
AUDI,A6 3.0TDI DPF(225ch) QUATTRO TIPTRONIC,MAU89D2KC262,4FLBMKQ1QA6LA0R4F607GGQ,GO,15,165.0,A 6,11.7,6.5,8.4,227.0,Janvier 2006
AUDI,A6 3.0TDI DPF(225ch) QUATTRO TIPTRONIC,MAU89D2KE264,4FLBMKQ1QA6LA0R4F607GGS,GO,15,165.0,A 6,11.9,6.7,8.6,232.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch),MAU19C2KB912,4FLAUKF1FM6XC0R4F600GGO,ES,17,188.0,M 6,14.3,7.1,9.7,233.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch),MAU19C2KD914,4FLAUKF1FM6XC0R4F600GGQ,ES,17,188.0,M 6,14.6,7.3,10.0,240.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch) MULTITRONIC,MAU99D2KP237,4FLAUKF1FAVJN0R4F600GGP,ES,17,188.0,V 0,13.9,7.2,9.7,233.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch) MULTITRONIC,MAU99D2KP238,4FLAUKF1FAVJN0R4F600GGQ,ES,17,188.0,V 0,14.0,7.3,9.8,235.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch) QUATTRO,MAU29C2K9424,4FLAUKQ1QM6XD0R4F90Q,ES,18,188.0,M 6,16.7,7.8,11.0,264.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch) QUATTRO,MAU29C2KQ926,4FLAUKQ1QM6XD0R4F600GGR,ES,18,188.0,M 6,16.9,7.9,11.1,266.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch) QUATTRO TIPTRONIC,MAU49C2KN594,4FLAUKQ1QA6LC0R4F600GGQ,ES,18,188.0,A 6,15.7,8.1,10.9,262.0,Janvier 2006
AUDI,A6 3.2L FSI (255ch) QUATTRO TIPTRONIC,MAU49C2KP595,4FLAUKQ1QA6LC0R4F600GGR,ES,18,188.0,A 6,15.8,8.2,11.0,264.0,Janvier 2006
AUDI,A6 4.2L (335ch) QUATTRO TIPTRONIC,MAU49C2K7614,4FLBATQ1QA6L00R4F700GGQ,ES,24,246.0,A 6,16.5,8.8,11.6,278.0,Janvier 2006
AUDI,A6 4.2L (335ch) QUATTRO TIPTRONIC,MAU49C2K9616,4FLBATQ1QA6L00R4F700GGS,ES,25,246.0,A 6,16.7,9.0,11.8,283.0,Janvier 2006
AUDI,A6 AVANT 2.0L TFSI (170ch),MAU17D4KP765,4FABPJF1FM6XC0R4F600GGP,ES,11,125.0,M 6,11.0,6.4,8.1,194.0,Janvier 2006
AUDI,A6 AVANT 2.0L TFSI (170ch),MAU17D4KQ766,4FABPJF1FM6XC0R4F600GGQ,ES,11,125.0,M 6,11.1,6.5,8.2,197.0,Janvier 2006
AUDI,A6 AVANT 2.0L TFSI MULTITRONIC (170ch),MAU97D4KR759,4FABPJF1FAVJ00R4F600GGP,ES,11,125.0,V 0,11.2,6.5,8.2,197.0,Janvier 2006
AUDI,A6 AVANT 2.0L TFSI MULTITRONIC (170ch),MAU97D4KT761,4FABPJF1FAVJ00R4F600GGR,ES,11,125.0,V 0,11.5,6.8,8.5,204.0,Janvier 2006
AUDI,A6 AVANT 2.0TDI (140ch),MAU56D4KR473,4FABLBF1FM6XG0R4F600GGP,GO,8,103.0,M 6,8.2,4.9,6.1,164.0,Janvier 2006
AUDI,A6 AVANT 2.0TDI (140ch),MAU56E4KD325,4FABREF1FM6XG0R4F900GGQ,GO,8,103.0,M 6,9.0,5.3,6.6,178.0,Janvier 2006
AUDI,A6 AVANT 2.0TDI (140ch) DPF,MAU56D4KT791,4FABREF1FM6XG0R4F607GGP,GO,9,103.0,M 6,9.1,5.3,6.7,181.0,Janvier 2006
AUDI,A6 AVANT 2.0TDI (140ch) DPF,MAU56E4K2156,4FABREF1FM6XG0R4F607GGR,GO,9,103.0,M 6,9.2,5.4,6.8,186.0,Janvier 2006
AUDI,A6 AVANT 2.4L (170ch) QUATTRO,MAU27D4KJ467,4FABDWQ1QM6XF0R4F900GGQ,ES,12,130.0,M 6,16.1,7.9,11.0,264.0,Janvier 2006
AUDI,A6 AVANT 2.4L (170ch) QUATTRO,MAU27D4KK468,4FABDWQ1QM6XF0R4F900GGR,ES,13,130.0,M 6,16.2,8.0,11.1,266.0,Janvier 2006
AUDI,A6 AVANT 2.4L (177ch),MAU17D4KC461,4FABDWF1FM6XF0R4F600GGP,ES,12,130.0,M 6,14.5,7.2,9.9,238.0,Janvier 2006
AUDI,A6 AVANT 2.4L (177ch),MAU17D4KD462,4FABDWF1FM6XF0R4F600GGQ,ES,12,130.0,M 6,14.6,7.3,10.0,240.0,Janvier 2006
AUDI,A6 AVANT 2.4L (177ch) MULTITRONIC,MAU97D4KE455,4FABDWF1FAVJG0R4F600GGP,ES,12,130.0,V 0,13.9,7.3,9.8,235.0,Janvier 2006
AUDI,A6 AVANT 2.4L (177ch) MULTITRONIC,MAU97D4KG457,4FABDWF1FAVJG0R4F600GGR,ES,12,130.0,V 0,14.1,7.5,10.0,240.0,Janvier 2006
AUDI,A6 AVANT 2.7L TDI DPF QUATTRO TIPTRONIC,MAU88D4K3771,4FABPPQ1QA6LA0R4F607GGR,GO,12,132.0,A 6,11.3,6.8,8.4,226.0,Janvier 2006
AUDI,A6 AVANT 2.7L TDI DPF QUATTRO TIPTRONIC,MAU88D4K4772,4FABPPQ1QA6LA0R4F607GGS,GO,12,132.0,A 6,11.4,6.9,8.5,229.0,Janvier 2006
AUDI,A6 AVANT 2.7L TDI QUATTRO TIPTRONIC,MAU88D4K1769,4FABPPQ1QA6LA0R4F600GGR,GO,12,132.0,A 6,11.0,6.7,8.3,223.0,Janvier 2006
AUDI,A6 AVANT 2.7L TDI QUATTRO TIPTRONIC,MAU88D4K2770,4FABPPQ1QA6LA0R4F600GGS,GO,12,132.0,A 6,11.2,6.8,8.4,226.0,Janvier 2006
AUDI,A6 AVANT 2.7TDI (180ch),MAU58D4K8549,4FABPPF1FM6200R4F600GGQ,GO,11,132.0,M 6,9.8,5.4,7.0,187.0,Janvier 2006
AUDI,A6 AVANT 2.7TDI (180ch),MAU58D4K9550,4FABPPF1FM6200R4F600GGR,GO,11,132.0,M 6,9.9,5.5,7.1,190.0,Janvier 2006
AUDI,A6 AVANT 2.7TDI (180ch) DPF,MAU58D4KA551,4FABPPF1FM6200R4F607GGQ,GO,11,132.0,M 6,9.9,5.5,7.1,189.0,Janvier 2006
AUDI,A6 AVANT 2.7TDI (180ch) DPF,MAU58D4KB552,4FABPPF1FM6200R4F607GGR,GO,11,132.0,M 6,10.0,5.6,7.2,192.0,Janvier 2006
AUDI,A6 AVANT 3.0TDI (225ch) QUATTRO TIPTRONIC,MAU89D4K1477,4FABMKQ1QA6LA0R4F600GGR,GO,15,165.0,A 6,11.9,6.4,8.4,226.0,Janvier 2006
AUDI,A6 AVANT 3.0TDI (225ch) QUATTRO TIPTRONIC,MAU89D4K2478,4FABMKQ1QA6LA0R4F600GGS,GO,15,165.0,A 6,12.0,6.5,8.5,229.0,Janvier 2006
AUDI,A6 AVANT 3.0TDI DPF(225ch) QUATTRO TIPTRONIC,MAU89D4K3479,4FABMKQ1QA6LA0R4F607GGR,GO,15,165.0,A 6,11.8,6.6,8.5,230.0,Janvier 2006
AUDI,A6 AVANT 3.0TDI DPF(225ch) QUATTRO TIPTRONIC,MAU89D4K4480,4FABMKQ1QA6LA0R4F607GGS,GO,15,165.0,A 6,11.9,6.7,8.6,232.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch),MAU19D4KW407,4FAAUKF1FM6XC0R4F600GGP,ES,17,188.0,M 6,14.5,7.2,9.9,238.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch),MAU19D4KY409,4FAAUKF1FM6XC0R4F600GGR,ES,17,188.0,M 6,14.7,7.4,10.1,242.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch) MULTITRONIC,MAU99D4KS395,4FAAUKF1FAVJN0R4F600GGP,ES,17,188.0,V 0,13.9,7.2,9.7,233.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch) MULTITRONIC,MAU99D4KU397,4FAAUKF1FAVJN0R4F600GGR,ES,17,188.0,V 0,14.1,7.4,9.9,238.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch) QUATTRO,MAU29D4KL431,4FAAUKQ1QM6XD0R4F600GGQ,ES,18,188.0,M 6,16.7,7.8,11.0,264.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch) QUATTRO,MAU29D4KM432,4FAAUKQ1QM6XD0R4F600GGR,ES,18,188.0,M 6,16.9,7.9,11.1,266.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch) QUATTRO TIPTRONIC,MAU49D4KB419,4FAAUKQ1QA6LC0R4F600GGQ,ES,18,188.0,A 6,15.7,8.1,10.9,262.0,Janvier 2006
AUDI,A6 AVANT 3.2L FSI (255ch) QUATTRO TIPTRONIC,MAU49D4KD421,4FAAUKQ1QA6LC0R4F600GGS,ES,18,188.0,A 6,15.9,8.3,11.1,266.0,Janvier 2006
AUDI,A6 AVANT V6 3.0 TDI DPF QUATTRO,MAU69D4KS495,4FABMKQ1QM63B0R4F607GGR,GO,14,165.0,M 6,11.4,6.2,8.1,218.0,Janvier 2006
AUDI,A6 AVANT V6 3.0 TDI DPF QUATTRO,MAU69D4KT496,4FABMKQ1QM63B0R4F607GGS,GO,15,165.0,M 6,11.5,6.3,8.2,221.0,Janvier 2006
AUDI,A6 AVANT V6 3.0 TDI QUATTRO,MAU69D4KQ493,4FABMKQ1QM63B0R4F600GGR,GO,14,165.0,M 6,11.3,6.1,8.0,215.0,Janvier 2006
AUDI,A6 AVANT V6 3.0 TDI QUATTRO,MAU69D4KR494,4FABMKQ1QM63B0R4F600GGS,GO,14,165.0,M 6,11.4,6.2,8.1,218.0,Janvier 2006
